"","School","State","School.Type","Total.Disbursements","Year"
"1188","INTERNATIONAL SCHOOL OF HEALTH, BEAUTY & TECHNOLOGY","FL","Proprietary",1673428,"1011"
"1189","ENGLISH CENTER  (THE)","FL","Public",252587.65,"1011"
"1190","ANGLEY COLLEGE","FL","Proprietary",779625,"1011"
"1191","FLORIDA BARBER ACADEMY","FL","Proprietary",1972350,"1011"
"1192","FLORIDA INSTITUTE OF ANIMAL ARTS","FL","Proprietary",887110.56,"1011"
"1193","JACKSONVILLE BEAUTY INSTITUTE","FL","Proprietary",566674.26,"1011"
"1194","FLORIDA EDUCATION INSTITUTE","FL","Proprietary",1378925,"1011"
"1195","SOUTH FLORIDA INSTITUTE OF TECHNOLOGY","FL","Proprietary",3873203,"1011"
"1196","SABER COLLEGE","FL","Private-Nonprofit",1707788.26,"1011"
"1197","AMERICAN INSTITUTE","FL","Proprietary",2207143,"1011"
"1198","ADVANCE SCIENCE INSTITUTE","FL","Proprietary",338872.69,"1011"
"1199","BEAUTY INSTITUTE (THE)","FL","Proprietary",329812.38,"1011"
"1200","ARTISTIC NAILS & BEAUTY ACADEMY","FL","Proprietary",1462006.29,"1011"
"1201","FLORIDA ACADEMY OF HEALTH & BEAUTY","FL","Proprietary",160065.89,"1011"
"1202","DADE MEDICAL COLLEGE","FL","Proprietary",9734102.78,"1011"
"1203","CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY","FL","Proprietary",493808.63,"1011"
"1204","UNIVERSAL CAREER SCHOOL","FL","Proprietary",578815,"1011"
"1205","FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY","FL","Private-Nonprofit",72553,"1011"
"1206","MCI INSTITUTE OF TECHNOLOGY","FL","Proprietary",1524110,"1011"
"1207","SOUTHERN TECHNICAL COLLEGE","FL","Proprietary",7151867.38,"1011"
"1208","TOTAL INTERNATIONAL CAREER INSTITUTE","FL","Proprietary",1402605.65,"1011"
"1209","CENTURA INSTITUTE","FL","Proprietary",1393685,"1011"
"1210","DAYTONA COLLEGE","FL","Proprietary",1418479.94,"1011"
"1211","AVE MARIA UNIVERSITY","FL","Private-Nonprofit",1987344.98,"1011"
"1212","NEW COLLEGE OF FLORIDA","FL","Public",944413,"1011"
"1213","CDA TECHNICAL INSTITUTE","FL","Proprietary",528193.32,"1011"
"1214","AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY","FL","Proprietary",40411.75,"1011"
"1215","AMERICAN INSTITUTE OF BEAUTY","FL","Proprietary",962164.83,"1011"
"1216","TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY & BARBERING","FL","Proprietary",149875.9,"1011"
"1217","HEALTH OPPORTUNITY TECHNICAL CENTER","FL","Proprietary",278695,"1011"
"1218","CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY","FL","Proprietary",706148.94,"1011"
"1219","PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS","FL","Proprietary",590593,"1011"
"1220","PALM BEACH ACADEMY OF HEALTH & BEAUTY","FL","Proprietary",250916,"1011"
"1221","FUTURE-TECH INSTITUTE","FL","Proprietary",91104.35,"1011"
"1222","TAYLOR COLLEGE","FL","Proprietary",697464,"1011"
"1223","AVEDA INSTITUTE - SAINT PETERSBURG","FL","Proprietary",3156591.47,"1011"
"1224","HI-TECH THE SCHOOL OF COSMETOLOGY","FL","Proprietary",544400.04,"1011"
"1225","ACADEMY OF CAREER TRAINING","FL","Proprietary",777606,"1011"
"1226","DIGITAL MEDIA ARTS COLLEGE","FL","Proprietary",1306866.55,"1011"
"1227","MANAGEMENT RESOURCES INSTITUTE","FL","Proprietary",2872859.49,"1011"
"1228","INTERNATIONAL B NATURALE BEAUTY SCHOOL","FL","Proprietary",35318.08,"1011"
"1229","FLORIDA SCHOOL OF MASSAGE","FL","Proprietary",340888.64,"1011"
"1230","SHEAR EXCELLENCE HAIR ACADEMY","FL","Proprietary",274882.72,"1011"
"1231","FASTTRAIN OF MIAMI","FL","Proprietary",921003,"1011"
"1232","FASTTRAIN OF FORT LAUDERDALE","FL","Proprietary",1243288.3,"1011"
"1233","FASTTRAIN OF TAMPA","FL","Proprietary",314841,"1011"
"1234","FASTTRAIN OF JACKSONVILLE","FL","Proprietary",491250,"1011"
"1235","AVEDA INSTITUTE - TALLAHASSEE","FL","Proprietary",534641.81,"1011"
"1236","ORANGE PARK INTERNATIONAL SCHOOL OF BEAUTY","FL","Proprietary",215524.43,"1011"
"1237","COZMO THE SCHOOL","FL","Proprietary",294930.98,"1011"
"1238","ALLIED HEALTH INSTITUTE","FL","Proprietary",1859629,"1011"
"1239","NORTH FLORIDA ACADEMY","FL","Proprietary",84097,"1011"
"1240","VOCATIONAL INSTITUTE OF FLORIDA","FL","Proprietary",19428,"1011"
"1241","PROFESSIONAL HANDS INSTITUTE","FL","Proprietary",1958580.15,"1011"
"1242","CELEBRITY SCHOOL OF BEAUTY","FL","Proprietary",1134219.08,"1011"
"1243","WALTON CAREER DEVELOPMENT CENTER","FL","Public",235305.63,"1011"
"1244","MARCHMAN TECHNICAL EDUCATION CENTER","FL","Public",203713.54,"1011"
"1245","ROSE TRAINING INSTITUTE","FL","Proprietary",229649.4,"1011"
"1246","MEDICAL INSTITUTE OF PALM BEACH","FL","Proprietary",571109,"1011"
"1247","IMMOKALEE TECHNICAL CENTER","FL","Public",501172.32,"1011"
"1248","AMERICAN ACADEMY OF COSMETOLOGY","FL","Proprietary",361164.55,"1011"
"1249","UNIVERSITY OF FORT LAUDERDALE","FL","Private-Nonprofit",98437,"1011"
"1250","AVIATION INSTITUTE OF MAINTENANCE","FL","Proprietary",1113042,"1011"
"1251","AEROSIM FLIGHT ACADEMY","FL","Proprietary",12761,"1011"
"1252","FLAGLER TECHNICAL INSTITUTE","FL","Public",81065,"1011"
"1253","HOLLYWOOD INSTITUTE OF BEAUTY CAREERS","FL","Proprietary",985301.58,"1011"
"1254","SALON PROFESSIONAL ACADEMY (THE)","FL","Proprietary",316275.77,"1011"
"1255","SALON PROFESSIONAL ACADEMY (THE)","FL","Proprietary",353811.63,"1011"
"1256","SALON PROFESSIONAL ACADEMY (THE)","FL","Proprietary",839788.18,"1011"
"1257","EUREKA INSTITUTE OF HEALTH AND BEAUTY","FL","Proprietary",152505,"1011"
"1258","SALON PROFESSIONAL ACADEMY (THE)","FL","Proprietary",318642,"1011"
"1259","BEAUTY ACADEMY OF SOUTH FLORIDA","FL","Proprietary",304194.66,"1011"
"1260","NOTTER SCHOOL OF PASTRY ARTS","FL","Proprietary",108423,"1011"
"1261","PROGRESSIVE TRAINING CENTERS","FL","Proprietary",59580,"1011"
"1262","AMERICAN HEALTH INSTITUTE","FL","Proprietary",135585,"1011"
"1263","MILLENNIA ATLANTIC UNIVERSITY","FL","Proprietary",16307,"1011"
"1264","FLORIDA ACADEMY","FL","Proprietary",19200,"1011"
"1265","COLLEGE OF MICRONESIA - FSM","FM","Public",15456054,"1011"
"1266","ABRAHAM BALDWIN AGRICULTURAL COLLEGE","GA","Public",7940344.43,"1011"
"1267","AGNES SCOTT COLLEGE","GA","Private-Nonprofit",1852345.25,"1011"
"1268","DARTON STATE COLLEGE","GA","Public",14174243.25,"1011"
"1269","ALBANY STATE UNIVERSITY","GA","Public",18881862.3,"1011"
"1270","ANDREW COLLEGE","GA","Private-Nonprofit",781261.24,"1011"
"1271","ARMSTRONG ATLANTIC STATE UNIVERSITY","GA","Public",13865103,"1011"
"1272","POINT UNIVERSITY","GA","Private-Nonprofit",4310064,"1011"
"1273","AUGUSTA STATE UNIVERSITY","GA","Public",11817289.68,"1011"
"1274","BERRY COLLEGE","GA","Private-Nonprofit",2726325,"1011"
"1275","THOMAS UNIVERSITY","GA","Private-Nonprofit",2055711,"1011"
"1276","BRENAU UNIVERSITY","GA","Private-Nonprofit",4020771.9,"1011"
"1277","BREWTON PARKER COLLEGE","GA","Private-Nonprofit",1625984,"1011"
"1278","COLLEGE OF COASTAL GEORGIA","GA","Public",9018541,"1011"
"1279","CLARK ATLANTA UNIVERSITY","GA","Private-Nonprofit",11582369.1,"1011"
"1280","COLUMBUS STATE UNIVERSITY","GA","Public",15362537,"1011"
"1281","GEORGIA PERIMETER COLLEGE","GA","Public",54015813.06,"1011"
"1282","EMMANUEL COLLEGE","GA","Private-Nonprofit",2062575,"1011"
"1283","EMORY UNIVERSITY","GA","Private-Nonprofit",7831567.65,"1011"
"1284","FORT VALLEY STATE UNIVERSITY","GA","Public",14336493,"1011"
"1285","GAINESVILLE STATE COLLEGE","GA","Public",14499464.5,"1011"
"1286","GEORGIA INSTITUTE OF TECHNOLOGY","GA","Public",14240450,"1011"
"1287","SOUTHERN POLYTECHNIC STATE UNIVERSITY","GA","Public",9536630.65,"1011"
"1288","GEORGIA MILITARY COLLEGE","GA","Public",15740623.55,"1011"
"1289","GEORGIA SOUTHERN UNIVERSITY","GA","Public",33439655,"1011"
"1290","GEORGIA SOUTHWESTERN STATE UNIVERSITY","GA","Public",6786028,"1011"
"1291","GEORGIA STATE UNIVERSITY","GA","Public",56729176.02,"1011"
"1292","GORDON STATE COLLEGE","GA","Public",15085196.81,"1011"
"1293","KENNESAW STATE UNIVERSITY","GA","Public",37642321,"1011"
"1294","LAGRANGE COLLEGE","GA","Private-Nonprofit",2007521.38,"1011"
"1295","GEORGIA HEALTH SCIENCES UNIVERSITY","GA","Public",847362,"1011"
"1296","MERCER UNIVERSITY","GA","Private-Nonprofit",10105425.5,"1011"
"1297","MIDDLE GEORGIA COLLEGE","GA","Public",10094570.84,"1011"
"1298","MOREHOUSE COLLEGE","GA","Private-Nonprofit",6021824,"1011"
"1299","NORTH GEORGIA COLLEGE & STATE UNIVERSITY","GA","Public",7689661.48,"1011"
"1300","OGLETHORPE UNIVERSITY","GA","Private-Nonprofit",2139237.58,"1011"
"1301","PAINE COLLEGE","GA","Private-Nonprofit",3838564,"1011"
"1302","PIEDMONT COLLEGE","GA","Private-Nonprofit",4614684,"1011"
"1303","REINHARDT UNIVERSITY","GA","Private-Nonprofit",1950261,"1011"
"1304","SAVANNAH STATE UNIVERSITY","GA","Public",15510010,"1011"
"1305","SHORTER UNIVERSITY","GA","Private-Nonprofit",9974236,"1011"
"1306","SOUTH GEORGIA COLLEGE","GA","Public",7640491.18,"1011"
"1307","SPELMAN COLLEGE","GA","Private-Nonprofit",5429962.56,"1011"
"1308","TOCCOA FALLS COLLEGE","GA","Private-Nonprofit",2054613,"1011"
"1309","TRUETT MCCONNELL COLLEGE","GA","Private-Nonprofit",1255502.89,"1011"
"1310","UNIVERSITY OF GEORGIA","GA","Public",30449728,"1011"
"1311","VALDOSTA STATE UNIVERSITY","GA","Public",23802796,"1011"
"1312","WESLEYAN COLLEGE","GA","Private-Nonprofit",1189962,"1011"
"1313","UNIVERSITY OF WEST GEORGIA","GA","Public",22619695.91,"1011"
"1314","GEORGIA COLLEGE & STATE UNIVERSITY","GA","Public",5836051,"1011"
"1315","YOUNG HARRIS COLLEGE","GA","Private-Nonprofit",1567354,"1011"
"1316","COVENANT COLLEGE","GA","Private-Nonprofit",1451016.1,"1011"
"1317","DALTON STATE COLLEGE","GA","Public",16085402.62,"1011"
"1318","GEORGIA NORTHWESTERN TECHNICAL COLLEGE","GA","Public",15632415.06,"1011"
"1319","GRADY HEALTH SYSTEM","GA","Public",97351,"1011"
"1320","LANIER TECHNICAL COLLEGE","GA","Public",5880526.9,"1011"
"1321","MOULTRIE TECHNICAL COLLEGE","GA","Public",4948486.46,"1011"
"1322","WIREGRASS GEORGIA TECHNICAL COLLEGE","GA","Public",14049987,"1011"
"1323","OKEFENOKEE TECHNICAL COLLEGE","GA","Public",2769024.13,"1011"
"1324","AUGUSTA TECHNICAL COLLEGE","GA","Public",8328551.22,"1011"
"1325","ATHENS TECHNICAL COLLEGE","GA","Public",9444966,"1011"
"1326","ALBANY TECHNICAL COLLEGE","GA","Public",15525421.08,"1011"
"1327","SOUTHWEST GEORGIA TECHNICAL COLLEGE","GA","Public",2375274.19,"1011"
"1328","SOUTH GEORGIA TECHNICAL COLLEGE","GA","Public",8110277.98,"1011"
"1329","SAVANNAH TECHNICAL COLLEGE","GA","Public",12427492.5,"1011"
"1330","NORTH GEORGIA TECHNICAL COLLEGE -","GA","Public",6482674.1,"1011"
"1331","CHATTAHOOCHEE TECHNICAL COLLEGE","GA","Public",22508980.65,"1011"
"1332","SOUTHERN CRESCENT TECHNICAL COLLEGE","GA","Public",11937604.17,"1011"
"1333","GEORGIA PIEDMONT TECHNICAL COLLEGE","GA","Public",10988941,"1011"
"1334","COLUMBUS TECHNICAL COLLEGE","GA","Public",8556864.37,"1011"
"1335","CENTRAL GEORGIA TECHNICAL COLLEGE","GA","Public",21268721.27,"1011"
"1336","MACON STATE COLLEGE","GA","Public",15287544.39,"1011"
"1337","ATLANTA TECHNICAL COLLEGE","GA","Public",12957996.3,"1011"
"1338","CLAYTON STATE UNIVERSITY","GA","Public",19118478,"1011"
"1339","ART INSTITUTE OF ATLANTA (THE)","GA","Proprietary",29992339.72,"1011"
"1340","GEORGIA HIGHLANDS COLLEGE","GA","Public",10480333.52,"1011"
"1341","WEST GEORGIA TECHNICAL COLLEGE","GA","Public",13203074.67,"1011"
"1342","GUPTON-JONES COLLEGE","GA","Private-Nonprofit",745843,"1011"
"1343","EAST GEORGIA STATE COLLEGE","GA","Public",9924211.5,"1011"
"1344","BAINBRIDGE COLLEGE","GA","Public",16891108,"1011"
"1345","BAUDER COLLEGE","GA","Proprietary",4779124.33,"1011"
"1346","PRO WAY HAIR SCHOOL","GA","Proprietary",1150194.02,"1011"
"1347","ATLANTA METROPOLITAN COLLEGE","GA","Public",11355060.23,"1011"
"1348","SOUTH UNIVERSITY","GA","Proprietary",99999796.6,"1011"
"1349","WAYCROSS COLLEGE","GA","Public",2666547,"1011"
"1350","BROWN COLLEGE OF COURT REPORTING","GA","Proprietary",823597,"1011"
"1351","LIFE UNIVERSITY","GA","Private-Nonprofit",2047768.53,"1011"
"1352","SANFORD-BROWN COLLEGE","GA","Proprietary",46910957.98,"1011"
"1353","SAVANNAH COLLEGE OF ART AND DESIGN","GA","Private-Nonprofit",10059195,"1011"
"1354","PORTFOLIO CENTER-","GA","Proprietary",62731,"1011"
"1355","AMERICAN PROFESSIONAL INSTITUTE","GA","Proprietary",6887675.27,"1011"
"1356","INTERACTIVE COLLEGE OF TECHNOLOGY","GA","Proprietary",11801097,"1011"
"1357","CREATIVE CIRCUS","GA","Proprietary",203729.3,"1011"
"1358","GWINNETT TECHNICAL COLLEGE","GA","Public",8402135.81,"1011"
"1359","TONI&GUY HAIRDRESSING ACADEMY","GA","Proprietary",483631.1,"1011"
"1360","SOUTHEASTERN BEAUTY SCHOOLS","GA","Proprietary",632634,"1011"
"1361","MIDDLE GEORGIA TECHNICAL COLLEGE","GA","Public",5286502.3,"1011"
"1362","INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","GA","Proprietary",867952.28,"1011"
"1363","PAUL MITCHELL THE SCHOOL - ESANI","GA","Proprietary",866221.16,"1011"
"1364","BEAUTY COLLEGE OF AMERICA","GA","Proprietary",317776,"1011"
"1365","IVERSON INSTITUTE","GA","Proprietary",1430319.73,"1011"
"1366","ATLANTA SCHOOL OF MASSAGE","GA","Proprietary",687328.29,"1011"
"1367","GWINNETT COLLEGE","GA","Proprietary",2117773,"1011"
"1368","EMPIRE BEAUTY SCHOOL","GA","Proprietary",1311839.7,"1011"
"1369","GEORGIA CAREER INSTITUTE","GA","Proprietary",2916093,"1011"
"1370","OGEECHEE TECHNICAL COLLEGE","GA","Public",6479288.33,"1011"
"1371","ALTAMAHA TECHNICAL COLLEGE","GA","Public",2886837.42,"1011"
"1372","LAURUS TECHNICAL INSTITUTE","GA","Proprietary",2367175,"1011"
"1373","SOUTHEASTERN TECHNICAL COLLEGE","GA","Public",4945785.94,"1011"
"1374","BEULAH HEIGHTS UNIVERSITY","GA","Private-Nonprofit",1574518.74,"1011"
"1375","SOUTHEASTERN BEAUTY SCHOOLS","GA","Proprietary",479617,"1011"
"1376","GEORGIA INSTITUTE OF COSMETOLOGY","GA","Proprietary",1435076,"1011"
"1377","COBB BEAUTY COLLEGE","GA","Proprietary",174576,"1011"
"1378","LUTHER RICE UNIVERSITY","GA","Private-Nonprofit",887767.05,"1011"
"1379","RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS","GA","Proprietary",713495.1,"1011"
"1380","ATLANTA INSTITUTE OF MUSIC","GA","Proprietary",442665.04,"1011"
"1381","VOGUE BEAUTY AND BARBER SCHOOL","GA","Proprietary",486610,"1011"
"1382","OCONEE FALL LINE TECHNICAL COLLEGE","GA","Public",5900622.19,"1011"
"1383","GWINNETT COLLEGE-SANDY SPRINGS","GA","Proprietary",474026,"1011"
"1384","FAYETTE BEAUTY ACADEMY","GA","Proprietary",166630,"1011"
"1385","AVIATION INSTITUTE OF MAINTENANCE","GA","Proprietary",3326975,"1011"
"1386","CARVER BIBLE COLLEGE","GA","Private-Nonprofit",215415,"1011"
"1387","KEVOSNIK SCHOOL OF HAIR DESIGN","GA","Proprietary",98450.55,"1011"
"1388","MICHAEL'S SCHOOL OF BEAUTY","GA","Proprietary",303156.01,"1011"
"1389","MEDTECH INSTITUTE","GA","Proprietary",4609190,"1011"
"1390","OMNITECH INSTITUTE","GA","Proprietary",1528305,"1011"
"1391","AUGUSTA SCHOOL OF MASSAGE","GA","Proprietary",138198.17,"1011"
"1392","SAVANNAH SCHOOL OF MASSAGE THERAPY TRAINING","GA","Private-Nonprofit",37100,"1011"
"1393","ACADEMY OF SOMATIC HEALING ARTS (ASHA)","GA","Proprietary",263312,"1011"
"1394","GEORGIA GWINNETT COLLEGE","GA","Public",13636765.42,"1011"
"1395","PAUL MITCHELL THE SCHOOL ATLANTA","GA","Proprietary",1024007.07,"1011"
"1396","LAKE LANIER SCHOOL OF MASSAGE","GA","Proprietary",807714.41,"1011"
"1397","PROFILE INSTITUTE OF BARBER-STYLING","GA","Proprietary",311245,"1011"
"1398","PROCESS INSTITUTE OF COSMETOLOGY (THE)","GA","Proprietary",304441.3,"1011"
"1399","GEORGIA BEAUTY ACADEMY","GA","Proprietary",444251,"1011"
"1400","ATLANTA BEAUTY & BARBER ACADEMY","GA","Proprietary",885258,"1011"
"1401","UNIVERSITY OF GUAM","GU","Public",8486850,"1011"
"1402","GUAM COMMUNITY COLLEGE","GU","Public",5663969,"1011"
"1403","PACIFIC ISLANDS UNIVERSITY","GU","Private-Nonprofit",401768,"1011"
"1404","CHAMINADE UNIVERSITY OF HONOLULU","HI","Private-Nonprofit",3372430.94,"1011"
"1405","BRIGHAM YOUNG UNIVERSITY - HAWAII","HI","Private-Nonprofit",5136240.25,"1011"
"1406","UNIVERSITY OF HAWAII AT MANOA","HI","Public",18923613.79,"1011"
"1407","UNIVERSITY OF HAWAII AT HILO","HI","Public",7538768.39,"1011"
"1408","HONOLULU COMMUNITY COLLEGE","HI","Public",2828498.38,"1011"
"1409","KAPIOLANI COMMUNITY COLLEGE","HI","Public",5228524.72,"1011"
"1410","KAUAI COMMUNITY COLLEGE","HI","Public",1547758.45,"1011"
"1411","UNIVERSITY OF HAWAII MAUI COLLEGE","HI","Public",7693691.8,"1011"
"1412","LEEWARD COMMUNITY COLLEGE","HI","Public",6289006.34,"1011"
"1413","HAWAII COMMUNITY COLLEGE","HI","Public",7142589.59,"1011"
"1414","HAWAII PACIFIC UNIVERSITY","HI","Private-Nonprofit",6079784.12,"1011"
"1415","WINDWARD COMMUNITY COLLEGE","HI","Public",3692641.09,"1011"
"1416","MED-ASSIST SCHOOL OF HAWAII","HI","Proprietary",579037.13,"1011"
"1417","UNIVERSITY OF HAWAII - WEST OAHU","HI","Public",1752324.38,"1011"
"1418","HAWAII INSTITUTE OF HAIR DESIGN","HI","Proprietary",491863.34,"1011"
"1419","TRAVEL INSTITUTE OF THE PACIFIC","HI","Proprietary",764008,"1011"
"1420","HAWAII TECHNOLOGY INSTITUTE","HI","Private-Nonprofit",100160,"1011"
"1421","HEISEI INTERNATIONAL INSTITUTE OF MASSAGE","HI","Proprietary",35268.11,"1011"
"1422","PAUL MITCHELL THE SCHOOL HONOLULU","HI","Proprietary",141248.83,"1011"
"1423","HAWAII MEDICAL INSTITUTE","HI","Proprietary",349721.04,"1011"
"1424","BRIAR CLIFF UNIVERSITY","IA","Private-Nonprofit",1997211,"1011"
"1425","BUENA VISTA UNIVERSITY","IA","Private-Nonprofit",7662687,"1011"
"1426","SOUTHEASTERN COMMUNITY COLLEGE","IA","Public",7763961.3,"1011"
"1427","CENTRAL COLLEGE","IA","Private-Nonprofit",2695796,"1011"
"1428","CLARKE UNIVERSITY","IA","Private-Nonprofit",1736394,"1011"
"1429","COE COLLEGE","IA","Private-Nonprofit",1767010,"1011"
"1430","CORNELL COLLEGE","IA","Private-Nonprofit",1931758,"1011"
"1431","SOUTHWESTERN COMMUNITY COLLEGE","IA","Public",3240602.95,"1011"
"1432","DIVINE WORD COLLEGE","IA","Private-Nonprofit",152181.5,"1011"
"1433","DORDT COLLEGE","IA","Private-Nonprofit",2042532.07,"1011"
"1434","DRAKE UNIVERSITY","IA","Private-Nonprofit",3202640,"1011"
"1435","ELLSWORTH COMMUNITY COLLEGE","IA","Public",2328181,"1011"
"1436","IOWA LAKES COMMUNITY COLLEGE","IA","Public",6685460.11,"1011"
"1437","IOWA CENTRAL COMMUNITY COLLEGE","IA","Public",11592516.95,"1011"
"1438","GRACELAND UNIVERSITY","IA","Private-Nonprofit",3031119,"1011"
"1439","GRAND VIEW UNIVERSITY","IA","Private-Nonprofit",3788070,"1011"
"1440","GRINNELL COLLEGE","IA","Private-Nonprofit",1666950.48,"1011"
"1441","IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY","IA","Public",27205923,"1011"
"1442","IOWA WESLEYAN COLLEGE","IA","Private-Nonprofit",1691619.62,"1011"
"1443","LORAS COLLEGE","IA","Private-Nonprofit",1708351.09,"1011"
"1444","LUTHER COLLEGE","IA","Private-Nonprofit",2349470,"1011"
"1445","MARSHALLTOWN COMMUNITY COLLEGE","IA","Public",3919447.16,"1011"
"1446","NORTH IOWA AREA COMMUNITY COLLEGE","IA","Public",5690670,"1011"
"1447","MORNINGSIDE COLLEGE","IA","Private-Nonprofit",2494186.03,"1011"
"1448","MOUNT MERCY UNIVERSITY","IA","Private-Nonprofit",1934208,"1011"
"1449","ASHFORD UNIVERSITY","IA","Proprietary",290838583.16,"1011"
"1450","NORTHWESTERN COLLEGE","IA","Private-Nonprofit",1875406.5,"1011"
"1451","SIMPSON COLLEGE","IA","Private-Nonprofit",2704132.82,"1011"
"1452","ST AMBROSE UNIVERSITY - MAIN CAMPUS","IA","Private-Nonprofit",3189172.65,"1011"
"1453","UNIVERSITY OF NORTHERN IOWA","IA","Public",14852549.93,"1011"
"1454","UNIVERSITY OF DUBUQUE","IA","Private-Nonprofit",3911601,"1011"
"1455","UNIVERSITY OF IOWA","IA","Public",17331345.4,"1011"
"1456","UPPER IOWA UNIVERSITY","IA","Private-Nonprofit",11769388,"1011"
"1457","WALDORF COLLEGE","IA","Proprietary",1508404,"1011"
"1458","WARTBURG COLLEGE","IA","Private-Nonprofit",2364466,"1011"
"1459","WILLIAM PENN UNIVERSITY","IA","Private-Nonprofit",4198874,"1011"
"1460","AMERICAN INSTITUTE OF BUSINESS","IA","Private-Nonprofit",1784818,"1011"
"1461","EASTERN IOWA COMMUNITY COLLEGE DISTRICT","IA","Public",15721642.27,"1011"
"1462","KIRKWOOD COMMUNITY COLLEGE","IA","Public",28971253.64,"1011"
"1463","ST LUKES METHODIST HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY","IA","Private-Nonprofit",53700,"1011"
"1464","KAPLAN UNIVERSITY","IA","Proprietary",255483649.5,"1011"
"1465","NORTHEAST IOWA COMMUNITY COLLEGE","IA","Public",8887338,"1011"
"1466","HAWKEYE COMMUNITY COLLEGE","IA","Public",11519058.87,"1011"
"1467","IOWA WESTERN COMMUNITY COLLEGE - COUNCIL BLUFFS","IA","Public",11840035,"1011"
"1468","NORTHWEST IOWA COMMUNITY COLLEGE","IA","Public",1824741,"1011"
"1469","IOWA METHODIST MEDICAL CENTER SCHOOLS","IA","Private-Nonprofit",15183,"1011"
"1470","MERCY COLLEGE OF HEALTH SCIENCES","IA","Private-Nonprofit",1577812,"1011"
"1471","DES MOINES AREA COMMUNITY COLLEGE","IA","Public",34566744.65,"1011"
"1472","FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY","IA","Private-Nonprofit",672276,"1011"
"1473","ST. LUKE'S COLLEGE","IA","Private-Nonprofit",278880,"1011"
"1474","WESTERN IOWA TECH COMMUNITY COLLEGE","IA","Public",11252107.57,"1011"
"1475","CAPRI COLLEGE","IA","Proprietary",703904,"1011"
"1476","EQ SCHOOL OF HAIR DESIGN","IA","Proprietary",248830,"1011"
"1477","AMERICAN COLLEGE OF HAIRSTYLING-CEDAR RAPIDS","IA","Proprietary",89733.18,"1011"
"1478","AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES","IA","Proprietary",218051.57,"1011"
"1479","LA' JAMES COLLEGE OF HAIRSTYLING","IA","Proprietary",478609,"1011"
"1480","CAPRI COLLEGE","IA","Proprietary",725912,"1011"
"1481","COLLEGE OF HAIR DESIGN","IA","Proprietary",269007,"1011"
"1482","IOWA SCHOOL OF BEAUTY","IA","Proprietary",889371,"1011"
"1483","INDIAN HILLS COMMUNITY COLLEGE","IA","Public",12744650.81,"1011"
"1484","LA' JAMES INTERNATIONAL COLLEGE","IA","Proprietary",645617.49,"1011"
"1485","LA' JAMES INTERNATIONAL COLLEGE","IA","Proprietary",392862.17,"1011"
"1486","MAHARISHI UNIVERSITY OF MANAGEMENT","IA","Private-Nonprofit",1144715,"1011"
"1487","HAMILTON TECHNICAL COLLEGE","IA","Proprietary",1478962,"1011"
"1488","PALMER COLLEGE OF CHIROPRACTIC","IA","Private-Nonprofit",142268,"1011"
"1489","LA'JAMES INTERNATIONAL COLLEGE","IA","Proprietary",408055.28,"1011"
"1490","CAPRI COLLEGE","IA","Proprietary",810933,"1011"
"1491","LA' JAMES INTERNATIONAL COLLEGE - DAVENPORT","IA","Proprietary",393579.1,"1011"
"1492","PCI ACADEMY","IA","Proprietary",665182,"1011"
"1493","FAUST INSTITUTE OF COSMETOLOGY","IA","Proprietary",272284,"1011"
"1494","LA' JAMES INTERNATIONAL COLLEGE - DES MOINES","IA","Proprietary",662626.33,"1011"
"1495","AMERICAN HAIR ACADEMY","IA","Proprietary",219362,"1011"
"1496","IOWA SCHOOL OF BEAUTY","IA","Proprietary",338524,"1011"
"1497","EMMAUS BIBLE COLLEGE","IA","Private-Nonprofit",566590,"1011"
"1498","IOWA SCHOOL OF BEAUTY","IA","Proprietary",156889,"1011"
"1499","VATTEROTT COLLEGE","IA","Proprietary",14228011.83,"1011"
"1500","ALLEN COLLEGE","IA","Private-Nonprofit",340611.5,"1011"
"1501","IOWA SCHOOL OF BEAUTY","IA","Proprietary",374122,"1011"
"1502","TOTAL LOOK SCHOOL OF COSMETOLOGY AND MASSAGE THERAPY","IA","Proprietary",70696,"1011"
"1503","CARLSON COLLEGE OF MASSAGE THERAPY","IA","Proprietary",58713,"1011"
"1504","BIO-CHI INSTITUTE OF MASSAGE THERAPY","IA","Proprietary",75282,"1011"
"1505","SALON PROFESSIONAL ACADEMY (THE)","IA","Proprietary",52915,"1011"
"1506","BOISE STATE UNIVERSITY","ID","Public",33558122,"1011"
"1507","COLLEGE OF IDAHO (THE)","ID","Private-Nonprofit",1614990.41,"1011"
